PassengerId,Survived,Age,SibSp,Parch,Fare,Embarked,male,C,Q,S,pclass_1,pclass_2,pclass_3
181,0.0,29.7,8,2,69.55,S,0,0,0,1.0,0,0,1.0
1072,,30.0,0,0,13.0,S,0,0,0,1.0,0,0,1.0
182,0.0,29.7,0,0,15.05,C,1.0,1.0,0,0,0,1.0,0
1073,,37.0,1,1,83.1583,C,1.0,1.0,0,0,0,1.0,0
183,0.0,9.0,4,2,31.3875,S,1.0,0,0,1.0,0,0,1.0
1074,,18.0,1,0,53.1,S,1.0,0,0,1.0,0,0,1.0
184,1.0,1.0,2,1,39.0,S,1.0,0,0,1.0,0,1.0,0
1075,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,1.0,0
185,1.0,4.0,0,2,22.025,S,0,0,0,1.0,0,0,1.0
1076,,27.0,1,1,247.5208,C,0,0,0,1.0,0,0,1.0
186,0.0,29.7,0,0,50.0,S,1.0,0,0,1.0,1.0,0,0
1077,,40.0,0,0,16.0,S,1.0,0,0,1.0,1.0,0,0
187,1.0,29.7,1,0,15.5,Q,0,0,1.0,0,0,0,1.0
1078,,21.0,0,1,21.0,S,0,0,1.0,0,0,0,1.0
188,1.0,45.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
1079,,17.0,2,0,8.05,S,1.0,0,0,1.0,1.0,0,0
189,0.0,40.0,1,1,15.5,Q,1.0,0,1.0,0,0,0,1.0
1080,,30.3,8,2,69.55,S,1.0,0,1.0,0,0,0,1.0
190,0.0,36.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1081,,40.0,0,0,13.0,S,1.0,0,0,1.0,0,0,1.0
191,1.0,32.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1082,,34.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
192,0.0,19.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1083,,30.3,0,0,26.0,S,1.0,0,0,1.0,0,1.0,0
193,1.0,19.0,1,0,7.8542,S,0,0,0,1.0,0,0,1.0
1084,,11.5,1,1,14.5,S,0,0,0,1.0,0,0,1.0
194,1.0,3.0,1,1,26.0,S,1.0,0,0,1.0,0,1.0,0
1085,,61.0,0,0,12.35,Q,1.0,0,0,1.0,0,1.0,0
195,1.0,44.0,0,0,27.7208,C,0,1.0,0,0,1.0,0,0
1086,,8.0,0,2,32.5,S,0,1.0,0,0,1.0,0,0
196,1.0,58.0,0,0,146.5208,C,0,1.0,0,0,1.0,0,0
1087,,33.0,0,0,7.8542,S,0,1.0,0,0,1.0,0,0
197,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
1088,,6.0,0,2,134.5,C,1.0,0,1.0,0,0,0,1.0
198,0.0,42.0,0,1,8.4042,S,1.0,0,0,1.0,0,0,1.0
1089,,18.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
199,1.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1090,,23.0,0,0,10.5,S,0,0,1.0,0,0,0,1.0
200,0.0,24.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1091,,30.3,0,0,8.1125,S,0,0,0,1.0,0,1.0,0
201,0.0,28.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
1092,,30.3,0,0,15.5,Q,1.0,0,0,1.0,0,0,1.0
202,0.0,29.7,8,2,69.55,S,1.0,0,0,1.0,0,0,1.0
1093,,0.33,0,2,14.4,S,1.0,0,0,1.0,0,0,1.0
203,0.0,34.0,0,0,6.4958,S,1.0,0,0,1.0,0,0,1.0
1094,,47.0,1,0,227.525,C,1.0,0,0,1.0,0,0,1.0
204,0.0,45.5,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
1095,,8.0,1,1,26.0,S,1.0,1.0,0,0,0,0,1.0
205,1.0,18.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1096,,25.0,0,0,10.5,S,1.0,0,0,1.0,0,0,1.0
206,0.0,2.0,0,1,10.4625,S,0,0,0,1.0,0,0,1.0
1097,,30.3,0,0,25.7417,C,0,0,0,1.0,0,0,1.0
207,0.0,32.0,1,0,15.85,S,1.0,0,0,1.0,0,0,1.0
1098,,35.0,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
208,1.0,26.0,0,0,18.7875,C,1.0,1.0,0,0,0,0,1.0
1099,,24.0,0,0,10.5,S,1.0,1.0,0,0,0,0,1.0
209,1.0,16.0,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1100,,33.0,0,0,27.7208,C,0,0,1.0,0,0,0,1.0
210,1.0,40.0,0,0,31.0,C,1.0,1.0,0,0,1.0,0,0
1101,,25.0,0,0,7.8958,S,1.0,1.0,0,0,1.0,0,0
211,0.0,24.0,0,0,7.05,S,1.0,0,0,1.0,0,0,1.0
1102,,32.0,0,0,22.525,S,1.0,0,0,1.0,0,0,1.0
212,1.0,35.0,0,0,21.0,S,0,0,0,1.0,0,1.0,0
1103,,30.3,0,0,7.05,S,0,0,0,1.0,0,1.0,0
213,0.0,22.0,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
1104,,17.0,0,0,73.5,S,1.0,0,0,1.0,0,0,1.0
214,0.0,30.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1105,,60.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
215,0.0,29.7,1,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
1106,,38.0,4,2,7.775,S,1.0,0,1.0,0,0,0,1.0
216,1.0,31.0,1,0,113.275,C,0,1.0,0,0,1.0,0,0
1107,,42.0,0,0,42.5,S,0,1.0,0,0,1.0,0,0
217,1.0,27.0,0,0,7.925,S,0,0,0,1.0,0,0,1.0
1108,,30.3,0,0,7.8792,Q,0,0,0,1.0,0,0,1.0
218,0.0,42.0,1,0,27.0,S,1.0,0,0,1.0,0,1.0,0
1109,,57.0,1,1,164.8667,S,1.0,0,0,1.0,0,1.0,0
219,1.0,32.0,0,0,76.2917,C,0,1.0,0,0,1.0,0,0
1110,,50.0,1,1,211.5,C,0,1.0,0,0,1.0,0,0
220,0.0,30.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1111,,30.3,0,0,8.05,S,1.0,0,0,1.0,0,1.0,0
221,1.0,16.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1112,,30.0,1,0,13.8583,C,1.0,0,0,1.0,0,0,1.0
222,0.0,27.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1113,,21.0,0,0,8.05,S,1.0,0,0,1.0,0,1.0,0
223,0.0,51.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1114,,22.0,0,0,10.5,S,1.0,0,0,1.0,0,0,1.0
224,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1115,,21.0,0,0,7.7958,S,1.0,0,0,1.0,0,0,1.0
225,1.0,38.0,1,0,90.0,S,1.0,0,0,1.0,1.0,0,0
1116,,53.0,0,0,27.4458,C,1.0,0,0,1.0,1.0,0,0
226,0.0,22.0,0,0,9.35,S,1.0,0,0,1.0,0,0,1.0
1117,,30.3,0,2,15.2458,C,1.0,0,0,1.0,0,0,1.0
227,1.0,19.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1118,,23.0,0,0,7.7958,S,1.0,0,0,1.0,0,1.0,0
228,0.0,20.5,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
1119,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
229,0.0,18.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1120,,40.5,0,0,15.1,S,1.0,0,0,1.0,0,1.0,0
230,0.0,29.7,3,1,25.4667,S,0,0,0,1.0,0,0,1.0
1121,,36.0,0,0,13.0,S,0,0,0,1.0,0,0,1.0
231,1.0,35.0,1,0,83.475,S,0,0,0,1.0,1.0,0,0
1122,,14.0,0,0,65.0,S,0,0,0,1.0,1.0,0,0
232,0.0,29.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
1123,,21.0,0,0,26.55,S,1.0,0,0,1.0,0,0,1.0
233,0.0,59.0,0,0,13.5,S,1.0,0,0,1.0,0,1.0,0
1124,,21.0,1,0,6.4958,S,1.0,0,0,1.0,0,1.0,0
234,1.0,5.0,4,2,31.3875,S,0,0,0,1.0,0,0,1.0
1125,,30.3,0,0,7.8792,Q,0,0,0,1.0,0,0,1.0
235,0.0,24.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1126,,39.0,1,0,71.2833,C,1.0,0,0,1.0,0,1.0,0
236,0.0,29.7,0,0,7.55,S,0,0,0,1.0,0,0,1.0
1127,,20.0,0,0,7.8542,S,0,0,0,1.0,0,0,1.0
237,0.0,44.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
1128,,64.0,1,0,75.25,C,1.0,0,0,1.0,0,1.0,0
238,1.0,8.0,0,2,26.25,S,0,0,0,1.0,0,1.0,0
1129,,20.0,0,0,7.225,C,0,0,0,1.0,0,1.0,0
239,0.0,19.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1130,,18.0,1,1,13.0,S,1.0,0,0,1.0,0,1.0,0
240,0.0,33.0,0,0,12.275,S,1.0,0,0,1.0,0,1.0,0
1131,,48.0,1,0,106.425,C,1.0,0,0,1.0,0,1.0,0
241,0.0,29.7,1,0,14.4542,C,0,1.0,0,0,0,0,1.0
1132,,55.0,0,0,27.7208,C,0,1.0,0,0,0,0,1.0
242,1.0,29.7,1,0,15.5,Q,0,0,1.0,0,0,0,1.0
1133,,45.0,0,2,30.0,S,0,0,1.0,0,0,0,1.0
243,0.0,29.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1134,,45.0,1,1,134.5,C,1.0,0,0,1.0,0,1.0,0
244,0.0,22.0,0,0,7.125,S,1.0,0,0,1.0,0,0,1.0
1135,,30.3,0,0,7.8875,S,1.0,0,0,1.0,0,0,1.0
245,0.0,30.0,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
1136,,30.3,1,2,23.45,S,1.0,1.0,0,0,0,0,1.0
246,0.0,44.0,2,0,90.0,Q,1.0,0,1.0,0,1.0,0,0
1137,,41.0,1,0,51.8625,S,1.0,0,1.0,0,1.0,0,0
247,0.0,25.0,0,0,7.775,S,0,0,0,1.0,0,0,1.0
1138,,22.0,0,0,21.0,S,0,0,0,1.0,0,0,1.0
248,1.0,24.0,0,2,14.5,S,0,0,0,1.0,0,1.0,0
1139,,42.0,1,1,32.5,S,0,0,0,1.0,0,1.0,0
249,1.0,37.0,1,1,52.5542,S,1.0,0,0,1.0,1.0,0,0
1140,,29.0,1,0,26.0,S,1.0,0,0,1.0,1.0,0,0
250,0.0,54.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
1141,,30.3,1,0,14.4542,C,1.0,0,0,1.0,0,1.0,0
251,0.0,29.7,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
1142,,0.92,1,2,27.75,S,1.0,0,0,1.0,0,0,1.0
252,0.0,29.0,1,1,10.4625,S,0,0,0,1.0,0,0,1.0
1143,,20.0,0,0,7.925,S,0,0,0,1.0,0,0,1.0
253,0.0,62.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
1144,,27.0,1,0,136.7792,C,1.0,0,0,1.0,1.0,0,0
254,0.0,30.0,1,0,16.1,S,1.0,0,0,1.0,0,0,1.0
1145,,24.0,0,0,9.325,S,1.0,0,0,1.0,0,0,1.0
255,0.0,41.0,0,2,20.2125,S,0,0,0,1.0,0,0,1.0
1146,,32.5,0,0,9.5,S,0,0,0,1.0,0,0,1.0
256,1.0,29.0,0,2,15.2458,C,0,1.0,0,0,0,0,1.0
1147,,30.3,0,0,7.55,S,0,1.0,0,0,0,0,1.0
257,1.0,29.7,0,0,79.2,C,0,1.0,0,0,1.0,0,0
1148,,30.3,0,0,7.75,Q,0,1.0,0,0,1.0,0,0
258,1.0,30.0,0,0,86.5,S,0,0,0,1.0,1.0,0,0
1149,,28.0,0,0,8.05,S,0,0,0,1.0,1.0,0,0
259,1.0,35.0,0,0,512.3292,C,0,1.0,0,0,1.0,0,0
1150,,19.0,0,0,13.0,S,0,1.0,0,0,1.0,0,0
260,1.0,50.0,0,1,26.0,S,0,0,0,1.0,0,1.0,0
1151,,21.0,0,0,7.775,S,0,0,0,1.0,0,1.0,0
261,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
1152,,36.5,1,0,17.4,S,1.0,0,1.0,0,0,0,1.0
262,1.0,3.0,4,2,31.3875,S,1.0,0,0,1.0,0,0,1.0
1153,,21.0,0,0,7.8542,S,1.0,0,0,1.0,0,0,1.0
263,0.0,52.0,1,1,79.65,S,1.0,0,0,1.0,1.0,0,0
1154,,29.0,0,2,23.0,S,1.0,0,0,1.0,1.0,0,0
264,0.0,40.0,0,0,0.0,S,1.0,0,0,1.0,1.0,0,0
1155,,1.0,1,1,12.1833,S,1.0,0,0,1.0,1.0,0,0
265,0.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1156,,30.0,0,0,12.7375,C,0,0,1.0,0,0,0,1.0
266,0.0,36.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1157,,30.3,0,0,7.8958,S,1.0,0,0,1.0,0,1.0,0
267,0.0,16.0,4,1,39.6875,S,1.0,0,0,1.0,0,0,1.0
1158,,30.3,0,0,0.0,S,1.0,0,0,1.0,0,0,1.0
268,1.0,25.0,1,0,7.775,S,1.0,0,0,1.0,0,0,1.0
1159,,30.3,0,0,7.55,S,1.0,0,0,1.0,0,0,1.0
269,1.0,58.0,0,1,153.4625,S,0,0,0,1.0,1.0,0,0
1160,,30.3,0,0,8.05,S,0,0,0,1.0,1.0,0,0
270,1.0,35.0,0,0,135.6333,S,0,0,0,1.0,1.0,0,0
1161,,17.0,0,0,8.6625,S,0,0,0,1.0,1.0,0,0
271,0.0,29.7,0,0,31.0,S,1.0,0,0,1.0,1.0,0,0
1162,,46.0,0,0,75.2417,C,1.0,0,0,1.0,1.0,0,0
272,1.0,25.0,0,0,0.0,S,1.0,0,0,1.0,0,0,1.0
1163,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
273,1.0,41.0,0,1,19.5,S,0,0,0,1.0,0,1.0,0
1164,,26.0,1,0,136.7792,C,0,0,0,1.0,0,1.0,0
274,0.0,37.0,0,1,29.7,C,1.0,1.0,0,0,1.0,0,0
1165,,30.3,1,0,15.5,Q,1.0,1.0,0,0,1.0,0,0
275,1.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1166,,30.3,0,0,7.225,C,0,0,1.0,0,0,0,1.0
276,1.0,63.0,1,0,77.9583,S,0,0,0,1.0,1.0,0,0
1167,,20.0,1,0,26.0,S,0,0,0,1.0,1.0,0,0
277,0.0,45.0,0,0,7.75,S,0,0,0,1.0,0,0,1.0
1168,,28.0,0,0,10.5,S,0,0,0,1.0,0,0,1.0
278,0.0,29.7,0,0,0.0,S,1.0,0,0,1.0,0,1.0,0
1169,,40.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
279,0.0,7.0,4,1,29.125,Q,1.0,0,1.0,0,0,0,1.0
1170,,30.0,1,0,21.0,S,1.0,0,1.0,0,0,0,1.0
280,1.0,35.0,1,1,20.25,S,0,0,0,1.0,0,0,1.0
1171,,22.0,0,0,10.5,S,0,0,0,1.0,0,0,1.0
281,0.0,65.0,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
1172,,23.0,0,0,8.6625,S,1.0,0,1.0,0,0,0,1.0
282,0.0,28.0,0,0,7.8542,S,1.0,0,0,1.0,0,0,1.0
1173,,0.75,1,1,13.775,S,1.0,0,0,1.0,0,0,1.0
283,0.0,16.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
1174,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
284,1.0,19.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1175,,9.0,1,1,15.2458,C,1.0,0,0,1.0,0,0,1.0
285,0.0,29.7,0,0,26.0,S,1.0,0,0,1.0,1.0,0,0
1176,,2.0,1,1,20.2125,S,1.0,0,0,1.0,1.0,0,0
286,0.0,33.0,0,0,8.6625,C,1.0,1.0,0,0,0,0,1.0
1177,,36.0,0,0,7.25,S,1.0,1.0,0,0,0,0,1.0
287,1.0,30.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
1178,,30.3,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
288,0.0,22.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1179,,24.0,1,0,82.2667,S,1.0,0,0,1.0,0,0,1.0
289,1.0,42.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1180,,30.3,0,0,7.2292,C,1.0,0,0,1.0,0,1.0,0
290,1.0,22.0,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1181,,30.3,0,0,8.05,S,0,0,1.0,0,0,0,1.0
291,1.0,26.0,0,0,78.85,S,0,0,0,1.0,1.0,0,0
1182,,30.3,0,0,39.6,S,0,0,0,1.0,1.0,0,0
292,1.0,19.0,1,0,91.0792,C,0,1.0,0,0,1.0,0,0
1183,,30.0,0,0,6.95,Q,0,1.0,0,0,1.0,0,0
293,0.0,36.0,0,0,12.875,C,1.0,1.0,0,0,0,1.0,0
1184,,30.3,0,0,7.2292,C,1.0,1.0,0,0,0,1.0,0
294,0.0,24.0,0,0,8.85,S,0,0,0,1.0,0,0,1.0
1185,,53.0,1,1,81.8583,S,0,0,0,1.0,0,0,1.0
295,0.0,24.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1186,,36.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
296,0.0,29.7,0,0,27.7208,C,1.0,1.0,0,0,1.0,0,0
1187,,26.0,0,0,7.8958,S,1.0,1.0,0,0,1.0,0,0
297,0.0,23.5,0,0,7.2292,C,1.0,1.0,0,0,0,0,1.0
1188,,1.0,1,2,41.5792,C,1.0,1.0,0,0,0,0,1.0
298,0.0,2.0,1,2,151.55,S,0,0,0,1.0,1.0,0,0
1189,,30.3,2,0,21.6792,C,0,0,0,1.0,1.0,0,0
299,1.0,29.7,0,0,30.5,S,1.0,0,0,1.0,1.0,0,0
1190,,30.0,0,0,45.5,S,1.0,0,0,1.0,1.0,0,0
300,1.0,50.0,0,1,247.5208,C,0,1.0,0,0,1.0,0,0
1191,,29.0,0,0,7.8542,S,0,1.0,0,0,1.0,0,0
301,1.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1192,,32.0,0,0,7.775,S,0,0,1.0,0,0,0,1.0
302,1.0,29.7,2,0,23.25,Q,1.0,0,1.0,0,0,0,1.0
1193,,30.3,0,0,15.0458,C,1.0,0,1.0,0,0,0,1.0
303,0.0,19.0,0,0,0.0,S,1.0,0,0,1.0,0,0,1.0
1194,,43.0,0,1,21.0,S,1.0,0,0,1.0,0,0,1.0
304,1.0,29.7,0,0,12.35,Q,0,0,1.0,0,0,1.0,0
1195,,24.0,0,0,8.6625,S,0,0,1.0,0,0,1.0,0
305,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1196,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
306,1.0,0.92,1,2,151.55,S,1.0,0,0,1.0,1.0,0,0
1197,,64.0,1,1,26.55,S,1.0,0,0,1.0,1.0,0,0
307,1.0,29.7,0,0,110.8833,C,0,1.0,0,0,1.0,0,0
1198,,30.0,1,2,151.55,S,0,1.0,0,0,1.0,0,0
308,1.0,17.0,1,0,108.9,C,0,1.0,0,0,1.0,0,0
1199,,0.83,0,1,9.35,S,0,1.0,0,0,1.0,0,0
309,0.0,30.0,1,0,24.0,C,1.0,1.0,0,0,0,1.0,0
1200,,55.0,1,1,93.5,S,1.0,1.0,0,0,0,1.0,0
310,1.0,30.0,0,0,56.9292,C,0,1.0,0,0,1.0,0,0
1201,,45.0,1,0,14.1083,S,0,1.0,0,0,1.0,0,0
311,1.0,24.0,0,0,83.1583,C,0,1.0,0,0,1.0,0,0
1202,,18.0,0,0,8.6625,S,0,1.0,0,0,1.0,0,0
312,1.0,18.0,2,2,262.375,C,0,1.0,0,0,1.0,0,0
1203,,22.0,0,0,7.225,C,0,1.0,0,0,1.0,0,0
313,0.0,26.0,1,1,26.0,S,0,0,0,1.0,0,1.0,0
1204,,30.3,0,0,7.575,S,0,0,0,1.0,0,1.0,0
314,0.0,28.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1205,,37.0,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
315,0.0,43.0,1,1,26.25,S,1.0,0,0,1.0,0,1.0,0
1206,,55.0,0,0,135.6333,C,1.0,0,0,1.0,0,1.0,0
316,1.0,26.0,0,0,7.8542,S,0,0,0,1.0,0,0,1.0
1207,,17.0,0,0,7.7333,Q,0,0,0,1.0,0,0,1.0
317,1.0,24.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
1208,,57.0,1,0,146.5208,C,0,0,0,1.0,0,1.0,0
318,0.0,54.0,0,0,14.0,S,1.0,0,0,1.0,0,1.0,0
1209,,19.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
319,1.0,31.0,0,2,164.8667,S,0,0,0,1.0,1.0,0,0
1210,,27.0,0,0,7.8542,S,0,0,0,1.0,1.0,0,0
320,1.0,40.0,1,1,134.5,C,0,1.0,0,0,1.0,0,0
1211,,22.0,2,0,31.5,S,0,1.0,0,0,1.0,0,0
321,0.0,22.0,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
1212,,26.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
322,0.0,27.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1213,,25.0,0,0,7.2292,C,1.0,0,0,1.0,0,0,1.0
323,1.0,30.0,0,0,12.35,Q,0,0,1.0,0,0,1.0,0
1214,,26.0,0,0,13.0,S,0,0,1.0,0,0,1.0,0
324,1.0,22.0,1,1,29.0,S,0,0,0,1.0,0,1.0,0
1215,,33.0,0,0,26.55,S,0,0,0,1.0,0,1.0,0
325,0.0,29.7,8,2,69.55,S,1.0,0,0,1.0,0,0,1.0
1216,,39.0,0,0,211.3375,S,1.0,0,0,1.0,0,0,1.0
326,1.0,36.0,0,0,135.6333,C,0,1.0,0,0,1.0,0,0
1217,,23.0,0,0,7.05,S,0,1.0,0,0,1.0,0,0
327,0.0,61.0,0,0,6.2375,S,1.0,0,0,1.0,0,0,1.0
1218,,12.0,2,1,39.0,S,1.0,0,0,1.0,0,0,1.0
328,1.0,36.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1219,,46.0,0,0,79.2,C,0,0,0,1.0,0,1.0,0
329,1.0,31.0,1,1,20.525,S,0,0,0,1.0,0,0,1.0
1220,,29.0,1,0,26.0,S,0,0,0,1.0,0,0,1.0
330,1.0,16.0,0,1,57.9792,C,0,1.0,0,0,1.0,0,0
1221,,21.0,0,0,13.0,S,0,1.0,0,0,1.0,0,0
331,1.0,29.7,2,0,23.25,Q,0,0,1.0,0,0,0,1.0
1222,,48.0,0,2,36.75,S,0,0,1.0,0,0,0,1.0
332,0.0,45.5,0,0,28.5,S,1.0,0,0,1.0,1.0,0,0
1223,,39.0,0,0,29.7,C,1.0,0,0,1.0,1.0,0,0
333,0.0,38.0,0,1,153.4625,S,1.0,0,0,1.0,1.0,0,0
1224,,30.3,0,0,7.225,C,1.0,0,0,1.0,1.0,0,0
334,0.0,16.0,2,0,18.0,S,1.0,0,0,1.0,0,0,1.0
1225,,19.0,1,1,15.7417,C,1.0,0,0,1.0,0,0,1.0
335,1.0,29.7,1,0,133.65,S,0,0,0,1.0,1.0,0,0
1226,,27.0,0,0,7.8958,S,0,0,0,1.0,1.0,0,0
336,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1227,,30.0,0,0,26.0,S,1.0,0,0,1.0,0,0,1.0
337,0.0,29.0,1,0,66.6,S,1.0,0,0,1.0,1.0,0,0
1228,,32.0,0,0,13.0,S,1.0,0,0,1.0,1.0,0,0
338,1.0,41.0,0,0,134.5,C,0,1.0,0,0,1.0,0,0
1229,,39.0,0,2,7.2292,C,0,1.0,0,0,1.0,0,0
339,1.0,45.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1230,,25.0,0,0,31.5,S,1.0,0,0,1.0,0,0,1.0
340,0.0,45.0,0,0,35.5,S,1.0,0,0,1.0,1.0,0,0
1231,,30.3,0,0,7.2292,C,1.0,0,0,1.0,1.0,0,0
341,1.0,2.0,1,1,26.0,S,1.0,0,0,1.0,0,1.0,0
1232,,18.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
342,1.0,24.0,3,2,263.0,S,0,0,0,1.0,1.0,0,0
1233,,32.0,0,0,7.5792,S,0,0,0,1.0,1.0,0,0
343,0.0,28.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1234,,30.3,1,9,69.55,S,1.0,0,0,1.0,0,1.0,0
344,0.0,25.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1235,,58.0,0,1,512.3292,C,1.0,0,0,1.0,0,1.0,0
345,0.0,36.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
1236,,30.3,1,1,14.5,S,1.0,0,0,1.0,0,1.0,0
346,1.0,24.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1237,,16.0,0,0,7.65,S,0,0,0,1.0,0,1.0,0
347,1.0,40.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1238,,26.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
348,1.0,29.7,1,0,16.1,S,0,0,0,1.0,0,0,1.0
1239,,38.0,0,0,7.2292,C,0,0,0,1.0,0,0,1.0
349,1.0,3.0,1,1,15.9,S,1.0,0,0,1.0,0,0,1.0
1240,,24.0,0,0,13.5,S,1.0,0,0,1.0,0,0,1.0
350,0.0,42.0,0,0,8.6625,S,1.0,0,0,1.0,0,0,1.0
1241,,31.0,0,0,21.0,S,1.0,0,0,1.0,0,0,1.0
351,0.0,23.0,0,0,9.225,S,1.0,0,0,1.0,0,0,1.0
1242,,45.0,0,1,63.3583,C,1.0,0,0,1.0,0,0,1.0
352,0.0,29.7,0,0,35.0,S,1.0,0,0,1.0,1.0,0,0
1243,,25.0,0,0,10.5,S,1.0,0,0,1.0,1.0,0,0
353,0.0,15.0,1,1,7.2292,C,1.0,1.0,0,0,0,0,1.0
1244,,18.0,0,0,73.5,S,1.0,1.0,0,0,0,0,1.0
354,0.0,25.0,1,0,17.8,S,1.0,0,0,1.0,0,0,1.0
1245,,49.0,1,2,65.0,S,1.0,0,0,1.0,0,0,1.0
355,0.0,29.7,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
1246,,0.17,1,2,20.575,S,1.0,1.0,0,0,0,0,1.0
356,0.0,28.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
1247,,50.0,0,0,26.0,S,1.0,0,0,1.0,0,0,1.0
357,1.0,22.0,0,1,55.0,S,0,0,0,1.0,1.0,0,0
1248,,59.0,2,0,51.4792,S,0,0,0,1.0,1.0,0,0
358,0.0,38.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1249,,30.3,0,0,7.8792,S,0,0,0,1.0,0,1.0,0
359,1.0,29.7,0,0,7.8792,Q,0,0,1.0,0,0,0,1.0
1250,,30.3,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
360,1.0,29.7,0,0,7.8792,Q,0,0,1.0,0,0,0,1.0
1251,,30.0,1,0,15.55,S,0,0,1.0,0,0,0,1.0
361,0.0,40.0,1,4,27.9,S,1.0,0,0,1.0,0,0,1.0
